0,518,520,1
1,502,520,1
2,502,520,1
3,502,520,1
4,502,520,1
5,503,520,1
6,503,519,1
7,502,520,1
8,502,520,1
9,502,519,1
10,502,520,1
11,503,520,1
12,503,519,1
13,502,520,1
14,502,520,1
15,502,520,1
16,502,520,1
17,502,520,1
18,502,520,1
19,502,520,1
20,502,520,1
21,502,520,1
22,502,520,1
23,502,520,1
24,502,520,1
25,502,520,1
26,502,520,1
27,502,520,1
28,502,520,1
29,502,520,1
30,502,520,1
31,502,520,1
32,502,520,1
33,502,519,1
34,503,519,1
35,502,520,1
36,502,520,1
37,502,520,1
38,502,520,1
39,502,520,1
40,502,520,1
41,503,520,1
42,502,520,1
43,502,520,1
44,503,520,1
45,502,520,1
46,502,520,1
47,502,520,1
48,502,520,1
49,502,520,1
50,502,520,1
51,502,520,1
52,502,520,1
53,502,520,1
54,502,520,1
55,502,520,1
56,502,520,1
57,502,520,1
58,503,520,1
59,502,520,1
60,502,520,1
61,502,519,1
62,503,520,1
63,502,520,1
64,503,520,1
65,502,520,1
66,502,520,1
67,502,520,1
68,502,520,1
69,502,520,1
70,502,520,1
71,502,520,1
72,502,520,1
73,502,520,1
74,503,520,1
75,502,520,1
76,502,520,1
77,502,520,1
78,502,520,1
79,502,520,1
80,502,519,1
81,502,520,1
82,502,520,1
83,502,520,1
84,502,520,1
85,502,520,1
86,502,520,1
87,502,520,1
88,502,520,1
89,502,520,1
90,502,520,1
91,502,519,1
92,502,520,1
93,502,520,1
94,502,520,1
95,502,520,1
96,502,520,1
97,502,520,1
98,502,520,1
99,502,520,1
100,502,520,1
101,502,520,1
102,502,520,1
103,502,520,1
104,502,520,1
105,502,520,1
106,503,520,1
107,502,520,1
108,502,520,1
109,502,520,1
110,502,519,1
111,502,519,1
112,502,520,1
113,502,520,1
114,503,520,1
115,502,520,1
116,502,520,1
117,502,520,1
118,502,520,1
119,502,520,1
120,502,520,1
121,503,520,1
122,502,520,1
123,502,520,1
124,502,520,1
125,502,520,1
126,502,520,1
127,502,520,1
128,502,520,1
129,502,520,1
130,502,520,1
131,502,520,1
132,502,519,1
133,503,520,1
134,502,520,1
135,502,520,1
136,502,520,1
137,502,520,1
138,502,520,1
139,502,520,1
140,502,520,1
141,502,520,1
142,502,520,1
143,503,520,1
144,502,519,1
145,502,520,1
146,502,520,1
147,502,519,1
148,502,520,1
149,503,520,1
150,502,519,1
151,502,520,1
152,502,520,1
153,502,519,1
154,502,519,1
155,502,520,1
156,502,519,1
157,502,515,1
158,501,511,1
159,501,511,1
160,500,508,1
161,499,505,1
162,499,501,1
163,498,499,1
164,497,492,1
165,497,487,1
166,496,483,1
167,495,480,1
168,495,477,1
169,492,466,1
170,492,459,1
171,491,450,1
172,489,442,1
173,487,430,1
174,483,416,1
175,484,406,1
176,480,392,1
177,479,377,1
178,475,360,1
179,473,343,1
180,467,328,1
181,464,317,1
182,469,301,1
183,463,287,1
184,466,269,1
185,460,256,1
186,465,246,1
187,464,233,1
188,471,218,1
189,460,205,1
190,474,192,1
191,484,186,1
192,483,179,1
193,492,172,1
194,502,166,1
195,501,160,1
196,508,153,1
197,507,149,1
198,496,145,1
199,506,137,1
200,522,130,1
201,538,123,1
202,547,117,1
203,540,111,1
204,535,101,1
205,559,98,1
206,555,95,1
207,581,94,1
208,595,91,1
209,607,89,1
210,607,87,1
211,622,86,1
212,651,82,1
213,656,82,1
214,694,82,1
215,688,80,1
216,720,79,1
217,743,78,1
218,749,78,1
219,781,78,1
220,818,78,1
221,815,78,1
222,852,78,1
223,860,78,1
224,891,77,1
225,909,77,1
226,934,78,1
227,926,77,1
228,925,77,1
229,905,77,1
230,914,77,1
231,923,76,1
232,908,77,1
233,911,75,1
234,916,75,1
235,929,75,1
236,932,75,1
237,919,75,1
238,927,76,1
239,915,75,1
240,918,75,1
241,911,76,1
242,911,76,1
243,922,76,1
244,934,78,1
245,923,83,1
246,927,89,1
247,920,96,1
248,902,107,1
249,932,120,1
250,930,136,1
251,927,147,1
252,932,158,1
253,930,173,1
254,933,189,1
255,925,204,1
256,929,224,1
257,938,240,1
258,918,256,1
259,928,267,1
260,933,287,1
261,921,308,1
262,927,322,1
263,925,337,1
264,931,351,1
265,946,371,1
266,926,387,1
267,927,398,1
268,927,411,1
269,933,422,1
270,942,435,1
271,934,447,1
272,942,457,1
273,938,466,1
274,952,486,1
275,957,496,1
276,943,505,1
277,959,514,1
278,953,514,1
279,949,519,1
280,959,520,1
281,952,520,1
282,955,520,1
283,954,520,1
284,953,520,1
285,951,520,1
286,952,520,1
287,946,520,1
288,944,520,1
289,953,520,1
290,959,520,1
291,937,520,1
292,952,520,1
293,950,520,1
294,957,520,1
295,955,520,1
296,948,520,1
297,952,520,1
298,956,520,1
299,957,520,1
300,953,520,1
301,944,520,1
302,957,520,1
303,945,520,1
304,942,520,1
305,956,520,1
306,946,520,1
307,940,520,1
308,950,520,1
309,955,520,1
310,938,520,1
311,955,520,1
312,954,520,1
313,945,520,1
314,937,520,1
315,956,523,1
316,947,535,1
317,960,544,1
318,957,560,1
319,952,575,1
320,954,594,1
321,952,625,1
322,955,643,1
323,960,659,1
324,973,669,1
325,970,703,1
326,971,719,1
327,980,735,1
328,984,764,1
329,989,797,1
330,992,819,1
331,988,833,1
332,993,852,1
333,1000,873,1
334,997,899,1
335,1003,921,1
336,1006,945,1
337,1013,970,1
338,1016,993,1
339,1019,1009,1
340,1021,1019,1
341,1021,1023,1
342,1021,1023,1
343,1021,1023,1
344,1021,1022,1
345,1021,1023,1
346,1022,1023,1
347,1022,1023,1
348,1022,1023,1
349,1022,1023,1
350,1021,1022,1
351,1021,1022,1
352,1021,1023,1
353,1021,1023,1
354,1022,1023,1
355,1021,1023,1
356,1021,1023,1
357,1022,1023,1
358,1021,1023,1
359,1022,1023,1
360,1022,1023,1
361,1021,1023,1
362,1021,1023,1
363,1021,1023,1
364,1022,1021,1
365,1022,1023,1
366,1022,1023,1
367,1022,1023,1
368,1021,1023,1
369,1021,1023,1
370,1021,1023,1
