0,513,520,1
1,501,520,1
2,502,519,1
3,502,520,1
4,502,520,1
5,501,520,1
6,502,520,1
7,502,520,1
8,503,520,1
9,502,520,1
10,503,520,1
11,502,520,1
12,503,520,1
13,502,520,1
14,502,520,1
15,504,519,1
16,501,520,1
17,502,520,1
18,502,520,1
19,502,520,1
20,503,519,1
21,503,520,1
22,503,520,1
23,502,520,1
24,501,520,1
25,502,520,1
26,502,520,1
27,502,520,1
28,502,520,1
29,502,520,1
30,502,520,1
31,502,520,1
32,502,520,1
33,502,520,1
34,503,519,1
35,502,520,1
36,502,520,1
37,503,520,1
38,501,520,1
39,501,520,1
40,502,520,1
41,501,520,1
42,502,520,1
43,503,520,1
44,502,520,1
45,502,520,1
46,503,520,1
47,502,520,1
48,502,520,1
49,503,520,1
50,503,520,1
51,503,520,1
52,502,520,1
53,502,520,1
54,502,520,1
55,502,519,1
56,502,520,1
57,501,520,1
58,502,520,1
59,502,520,1
60,501,520,1
61,502,520,1
62,503,520,1
63,503,520,1
64,501,520,1
65,502,519,1
66,502,520,1
67,502,520,1
68,501,520,1
69,501,520,1
70,503,520,1
71,502,520,1
72,502,520,1
73,502,520,1
74,502,520,1
75,502,520,1
76,502,520,1
77,502,520,1
78,502,520,1
79,502,520,1
80,502,520,1
81,502,520,1
82,502,519,1
83,501,520,1
84,503,520,1
85,501,520,1
86,502,520,1
87,503,520,1
88,503,520,1
89,502,520,1
90,502,520,1
91,502,520,1
92,502,520,1
93,502,520,1
94,502,520,1
95,502,520,1
96,502,520,1
97,501,520,1
98,502,520,1
99,501,520,1
100,502,520,1
101,501,520,1
102,501,519,1
103,502,520,1
104,502,520,1
105,502,520,1
106,501,520,1
107,502,520,1
108,502,520,1
109,502,520,1
110,503,520,1
111,502,520,1
112,502,520,1
113,502,520,1
114,501,520,1
115,502,520,1
116,502,520,1
117,501,520,1
118,502,520,1
119,502,520,1
120,502,520,1
121,502,520,1
122,502,520,1
123,502,520,1
124,502,520,1
125,502,520,1
126,502,520,1
127,502,520,1
128,502,520,1
129,502,520,1
130,503,520,1
131,502,520,1
132,502,519,1
133,502,520,1
134,502,520,1
135,502,519,1
136,502,520,1
137,502,520,1
138,502,520,1
139,502,520,1
140,502,520,1
141,502,520,1
142,502,520,1
143,508,520,1
144,537,520,1
145,564,520,1
146,602,520,1
147,636,520,1
148,665,520,1
149,695,520,1
150,720,520,1
151,752,520,1
152,796,520,1
153,818,519,1
154,868,520,1
155,893,519,1
156,931,515,1
157,946,512,1
158,944,512,1
159,952,510,1
160,955,508,1
161,955,504,1
162,956,503,1
163,964,499,1
164,952,495,1
165,940,492,1
166,943,489,1
167,961,489,1
168,952,486,1
169,946,486,1
170,938,484,1
171,955,483,1
172,941,483,1
173,954,482,1
174,958,482,1
175,955,483,1
176,956,480,1
177,940,480,1
178,961,482,1
179,949,481,1
180,942,481,1
181,949,481,1
182,960,481,1
183,949,481,1
184,953,481,1
185,946,481,1
186,952,480,1
187,954,481,1
188,960,480,1
189,959,480,1
190,945,480,1
191,963,480,1
192,952,480,1
193,955,481,1
194,941,481,1
195,960,481,1
196,937,481,1
197,948,481,1
198,942,482,1
199,954,482,1
200,947,482,1
201,960,482,1
202,937,482,1
203,940,482,1
204,950,482,1
205,936,482,1
206,949,482,1
207,960,483,1
208,954,485,1
209,946,498,1
210,958,504,1
211,946,511,1
212,962,513,1
213,953,517,1
214,965,520,1
215,962,520,1
216,949,520,1
217,945,520,1
218,946,520,1
219,959,520,1
220,955,520,1
221,957,520,1
222,950,520,1
223,945,520,1
224,951,520,1
225,958,520,1
226,949,520,1
227,948,520,1
228,951,520,1
229,945,520,1
230,963,520,1
231,947,520,1
232,947,520,1
233,951,520,1
234,961,520,1
235,959,519,1
236,953,520,1
237,954,520,1
238,947,520,1
239,945,520,1
240,963,520,1
241,952,520,1
242,949,520,1
243,945,520,1
244,963,520,1
245,942,520,1
246,962,520,1
247,949,520,1
248,955,520,1
249,942,520,1
250,960,520,1
251,960,520,1
252,950,520,1
253,953,531,1
254,951,537,1
255,958,548,1
256,957,565,1
257,958,579,1
258,967,596,1
259,956,622,1
260,972,641,1
261,965,657,1
262,963,667,1
263,978,702,1
264,975,723,1
265,976,741,1
266,980,765,1
267,987,792,1
268,994,813,1
269,995,827,1
270,993,833,1
271,994,853,1
272,996,859,1
273,996,881,1
274,1004,899,1
275,1004,920,1
276,1010,945,1
277,1013,968,1
278,1015,990,1
279,1019,1006,1
280,1021,1017,1
281,1022,1023,1
282,1022,1022,1
283,1020,1023,1
284,1022,1023,1
285,1022,1022,1
286,1021,1023,1
287,1021,1023,1
288,1021,1023,1
289,1022,1023,1
290,1021,1023,1
291,1021,1023,1
292,1021,1022,1
293,1021,1023,1
294,1021,1023,1
295,1022,1023,1
296,1021,1023,1
297,1021,1023,1
298,1022,1023,1
299,1021,1023,1
300,1022,1023,1
301,1021,1023,1
302,1021,1023,1
303,1022,1023,1
304,1018,1023,1
305,990,1023,1
306,975,1023,1
307,962,1023,1
308,943,1023,1
309,931,1023,1
310,918,1023,1
311,891,1023,1
312,881,1023,1
313,861,1023,1
314,841,1022,1
315,822,1023,1
316,801,1023,1
317,798,1023,1
318,763,1023,1
319,753,1023,1
320,729,1023,1
321,706,1023,1
322,693,1022,1
323,674,1023,1
324,647,1023,1
325,624,1023,1
